transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime,date,hour,dayofweek,time_of_day,log_amount,anomaly_score,anomaly_flag,is_anomaly,tsne_x,tsne_y,umap_x,umap_y
TX105105,user_7146,Withdraw Cash,3773.88,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-05 09:29:56,2024-06-05,9,2,Morning,8.236123873098403,0.07528020651026035,1,0,28.973759,-14.309298,0.74732137,4.7953734
TX105106,user_1371,Withdraw Cash,1049.65,Machakos,Android,Telkom Kenya,individual,0,0,0,2024-06-25 23:58:43,2024-06-25,23,1,Night,6.95716429923968,0.07270533125380296,1,0,-91.12273,-33.358917,1.1054949,-8.437406
TX105107,user_6806,Withdraw Cash,3750.47,Thika,Android,Safaricom,individual,0,0,0,2024-06-17 03:44:38,2024-06-17,3,0,Night,8.229903042152529,0.0697560978058478,1,0,-119.52373,14.338772,-7.1573443,-4.1419826
TX105108,user_6565,Send Money,546.76,Nairobi,iOS,Safaricom,individual,0,0,1,2024-06-28 06:11:53,2024-06-28,6,4,Morning,6.305837234812808,0.02565703069259706,1,0,88.98589,-20.510649,-16.223787,10.126888
TX105109,user_9802,Withdraw Cash,1770.83,Eldoret,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-07 10:42:22,2024-06-07,10,4,Morning,7.479768189768215,0.026376591789775472,1,0,16.346975,4.777471,3.8523877,-7.1785808
TX105110,user_9307,Lipa Na M-Pesa,378.38,Thika,iOS,Airtel,individual,0,0,0,2024-06-04 04:19:17,2024-06-04,4,1,Night,5.938538341298576,0.06613406863352261,1,0,-3.7315338,-55.544964,0.27339786,0.76539576
TX105111,user_8437,Lipa Na M-Pesa,1159.95,Meru,iOS,Telkom Kenya,individual,0,0,0,2024-06-19 15:28:43,2024-06-19,15,2,Afternoon,7.056993914448375,0.06250751672306504,1,0,-18.185907,9.659181,1.1891662,-4.901477
TX105112,user_1446,Send Money,323.55,Nairobi,Android,Telkom Kenya,agent,0,0,0,2024-06-26 01:17:46,2024-06-26,1,2,Night,5.7824396074794775,0.01031389372341096,1,0,-46.0426,-2.963595,0.08085142,-7.7917733
TX105113,user_2391,Withdraw Cash,12341.12,Meru,Android,Safaricom,agent,0,0,0,2024-06-15 17:44:50,2024-06-15,17,5,Evening,9.420773081731168,0.019374338894004195,1,0,-51.11419,9.378013,-5.3427906,-4.4349504
TX105114,user_2340,Pay Bill,1759.18,Nakuru,iOS,Telkom Kenya,individual,0,0,0,2024-06-18 11:00:45,2024-06-18,11,1,Morning,7.4731713555299715,0.0564873421248846,1,0,-33.162544,20.155205,3.1656408,-4.268076
TX105115,user_3939,Withdraw Cash,8100.9,Kisumu,iOS,Telkom Kenya,individual,0,0,0,2024-06-05 12:20:08,2024-06-05,12,2,Afternoon,8.999853881055015,0.0626713997634375,1,0,-27.481413,8.473161,2.11109,-5.343226
TX105116,user_6969,Lipa Na M-Pesa,12412.4,Garissa,iOS,Airtel,agent,0,0,0,2024-06-26 01:03:35,2024-06-26,1,2,Night,9.426531813277752,0.022956471339892426,1,0,-10.541776,-34.275757,0.20267834,0.48993853
TX105117,user_5813,Buy Airtime,8410.84,Machakos,iOS,Safaricom,individual,0,0,0,2024-06-08 20:07:47,2024-06-08,20,5,Evening,9.03739551619472,0.06703540700784838,1,0,-31.861906,71.793396,8.795504,-4.023957
TX105118,user_4569,Deposit Cash,2124.13,Kisumu,Feature Phone,Safaricom,individual,0,0,0,2024-06-03 09:52:15,2024-06-03,9,0,Morning,7.661588255957901,0.08033746126908853,1,0,40.775078,81.63143,5.9939003,1.293473
TX105119,user_6454,Buy Airtime,5281.95,Meru,iOS,Safaricom,individual,0,0,0,2024-06-03 07:09:41,2024-06-03,7,0,Morning,8.572239932800013,0.06962533779145741,1,0,-43.71957,110.06264,8.751678,-4.7435794
TX105120,user_4150,Pay Bill,584.08,Kisumu,Android,Airtel,individual,0,0,0,2024-06-02 13:39:27,2024-06-02,13,6,Afternoon,6.371748590018887,0.0652999754762994,1,0,-47.044006,-74.105705,-5.5007668,0.5807409
TX105121,user_7414,Withdraw Cash,348.72,Kisumu,iOS,Airtel,individual,0,1,0,2024-06-19 12:12:10,2024-06-19,12,2,Afternoon,5.85713283431269,0.02740913684459534,1,0,7.28498,83.97857,1.4228615,21.389576
TX105122,user_5657,Send Money,7331.7,Thika,iOS,Airtel,individual,0,0,0,2024-06-09 08:52:23,2024-06-09,8,6,Morning,8.900099076306425,0.06415654924586717,1,0,-0.961222,-48.057026,-0.44575188,1.8462051
TX105123,user_7947,Withdraw Cash,110.65,Thika,Android,Airtel,individual,0,0,0,2024-06-03 21:49:16,2024-06-03,21,0,Night,4.715368978286167,0.07593030350013613,1,0,-38.096172,-58.810604,-4.658648,1.1305379
TX105124,user_8943,Pay Bill,12555.59,Kisumu,iOS,Safaricom,individual,0,0,0,2024-06-22 20:58:37,2024-06-22,20,5,Evening,9.438000906344971,0.055151162187896174,1,0,-17.778767,58.21797,8.828636,-2.0211291
TX105125,user_4662,Pay Bill,3903.02,Thika,Android,Safaricom,individual,0,0,0,2024-06-28 17:48:13,2024-06-28,17,4,Evening,8.26976207047068,0.067107703374157,1,0,-60.03302,48.58771,-5.1857533,-5.2791333
TX105126,user_5482,Deposit Cash,1904.21,Nyeri,Feature Phone,Telkom Kenya,individual,0,0,1,2024-06-20 07:10:33,2024-06-20,7,3,Morning,7.552347517705708,0.028726729470753498,1,0,61.443634,-64.80135,-15.346008,11.1605015
TX105127,user_5797,Pay Bill,533.48,Machakos,Feature Phone,Airtel,individual,0,0,0,2024-06-10 11:44:05,2024-06-10,11,0,Morning,6.281294311617222,0.07476440301298581,1,0,32.553436,-55.70798,1.9180489,4.9003077
TX105128,user_6068,Buy Airtime,4496.0,Garissa,Android,Telkom Kenya,agent,0,1,0,2024-06-20 14:55:49,2024-06-20,14,3,Afternoon,8.411165786770708,-0.024546038457616826,-1,1,12.375763,96.414116,1.8934615,21.122692
TX105129,user_6480,Deposit Cash,2898.27,Garissa,Feature Phone,Airtel,individual,0,0,0,2024-06-26 19:06:29,2024-06-26,19,2,Evening,7.972214260148796,0.08104117830908764,1,0,16.41995,-55.195312,2.8774974,4.0793347
TX105130,user_9033,Withdraw Cash,4346.19,Machakos,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-05 13:27:46,2024-06-05,13,2,Afternoon,8.377284938338189,0.013586318363608352,1,0,16.307343,7.656716,3.88457,-7.1923094
TX105131,user_1983,Withdraw Cash,1894.03,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-02 02:06:17,2024-06-02,2,6,Night,7.546989948525779,0.07002766884051259,1,0,58.281475,53.316605,6.868261,1.495803
TX105132,user_6607,Send Money,239.95,Kisumu,Android,Safaricom,agent,0,0,0,2024-06-26 07:09:35,2024-06-26,7,2,Morning,5.4845894430863416,0.01931484928881444,1,0,-50.58878,15.319339,-5.3090167,-4.2470455
TX105133,user_9543,Pay Bill,1324.04,Machakos,iOS,Airtel,individual,0,0,0,2024-06-14 06:39:40,2024-06-14,6,4,Morning,7.189197926643899,0.07268884947013637,1,0,20.583364,-105.88082,1.1714859,0.74343264
TX105134,user_2907,Pay Bill,1324.28,Machakos,Feature Phone,Safaricom,agent,0,1,0,2024-06-07 06:00:43,2024-06-07,6,4,Morning,7.189379036849954,-0.04058867726180915,-1,1,17.114565,109.50273,1.9935131,20.81006
TX105135,user_7924,Lipa Na M-Pesa,30.51,Nairobi,iOS,Airtel,individual,0,0,0,2024-06-15 02:27:40,2024-06-15,2,5,Night,3.4503049557691834,0.07627778622789538,1,0,7.8916826,-81.56937,-0.18194431,0.95734864
TX105136,user_9737,Deposit Cash,33.7,Meru,iOS,Telkom Kenya,individual,0,0,0,2024-06-27 13:55:17,2024-06-27,13,3,Afternoon,3.5467396869528134,0.06172591296618446,1,0,-38.303074,-17.85074,2.784663,-3.1624587
TX105137,user_5174,Lipa Na M-Pesa,1405.63,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-27 18:23:23,2024-06-27,18,3,Evening,7.248952051671504,0.05662744879364834,1,0,29.058483,-45.20506,2.827825,3.202792
TX105138,user_8265,Deposit Cash,4551.99,Nakuru,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-13 15:27:11,2024-06-13,15,3,Afternoon,8.423539438978318,0.014909475221758006,1,0,18.366468,-1.168544,4.120927,-7.3245068
TX105139,user_2990,Buy Airtime,3423.99,Nairobi,iOS,Telkom Kenya,individual,0,0,0,2024-06-16 20:39:58,2024-06-16,20,6,Evening,8.138853830984035,0.059499502227241485,1,0,11.918429,-6.736311,1.5814904,-3.336173
TX105140,user_6596,Deposit Cash,956.01,Thika,Feature Phone,Airtel,agent,1,1,0,2024-06-24 21:25:24,2024-06-24,21,0,Night,6.863813840719154,-0.053065186342789006,-1,1,88.02693,46.466995,18.00014,1.7687571
TX105141,user_4998,Withdraw Cash,3231.27,Thika,Android,Safaricom,individual,0,0,0,2024-06-19 22:08:20,2024-06-19,22,2,Night,8.080939955755708,0.0697560978058478,1,0,-119.52373,14.338772,-7.1448426,-4.1997266
TX105142,user_4775,Send Money,3648.25,Eldoret,Android,Telkom Kenya,individual,0,0,0,2024-06-15 20:02:11,2024-06-15,20,5,Evening,8.202276946010688,0.07038656920219694,1,0,-65.76437,-14.848945,-0.32106498,-9.189732
TX105143,user_5645,Deposit Cash,2587.68,Thika,Feature Phone,Safaricom,individual,0,0,0,2024-06-26 04:29:37,2024-06-26,4,2,Night,7.858903372266947,0.07593348235535091,1,0,52.565975,67.88119,5.0453215,0.8916225
TX105144,user_3061,Deposit Cash,2578.78,Thika,iOS,Telkom Kenya,individual,1,0,0,2024-06-15 03:45:05,2024-06-15,3,5,Night,7.855459402962028,0.03147965911340078,1,0,92.92481,22.545929,14.482598,10.5308075
TX105145,user_5487,Deposit Cash,1615.72,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-25 01:24:30,2024-06-25,1,1,Night,7.388154684409993,0.06175355333382765,1,0,65.020294,-7.0024967,4.748021,-7.0589995
TX105146,user_5435,Send Money,460.94,Nakuru,Android,Telkom Kenya,individual,0,0,0,2024-06-08 08:00:25,2024-06-08,8,5,Morning,6.1354350125180135,0.05389429760622,1,0,-71.75316,-17.932062,-0.11053548,-8.665101
TX105147,user_3644,Pay Bill,1704.22,Mombasa,iOS,Telkom Kenya,individual,0,0,0,2024-06-12 07:13:03,2024-06-12,7,2,Morning,7.441449413651735,0.05368860054422109,1,0,-27.35389,21.740652,3.4128802,-4.4801435
TX105148,user_2045,Send Money,1482.71,Garissa,Feature Phone,Airtel,agent,0,0,0,2024-06-18 00:54:28,2024-06-18,0,1,Night,7.302300986841024,0.021255596923324238,1,0,3.5178344,-22.613985,1.6123962,3.5806572
TX105149,user_8951,Pay Bill,3137.47,Nyeri,Android,Telkom Kenya,individual,0,0,1,2024-06-08 00:25:28,2024-06-08,0,5,Night,8.051490699005512,0.020574347008122107,1,0,74.59625,-63.12717,-15.699918,11.464558
TX105150,user_7449,Withdraw Cash,6789.13,Nyeri,iOS,Safaricom,individual,0,0,0,2024-06-27 19:16:13,2024-06-27,19,3,Evening,8.823225366172114,0.046521364359674855,1,0,-36.877125,97.68695,7.934415,-2.914418
TX105151,user_3681,Send Money,1647.11,Nyeri,Android,Safaricom,individual,0,0,0,2024-06-24 03:04:18,2024-06-24,3,0,Night,7.407384455814713,0.0702342660950101,1,0,-73.62892,53.09312,-6.868758,-5.6597624
TX105152,user_4199,Pay Bill,4329.37,Garissa,Feature Phone,Airtel,agent,0,0,0,2024-06-16 06:25:05,2024-06-16,6,6,Morning,8.373408267692282,0.007015394331938207,1,0,0.95397854,-35.584988,2.0853066,3.9956388
TX105153,user_7768,Withdraw Cash,5846.44,Garissa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-08 18:28:55,2024-06-08,18,5,Evening,8.67375923761048,0.08237466047741027,1,0,26.002445,-6.0932074,3.1585033,-6.9653325
TX105154,user_8440,Withdraw Cash,832.8,Nairobi,Android,Airtel,individual,0,0,0,2024-06-09 11:07:28,2024-06-09,11,6,Morning,6.7259935654466965,0.06911478735162402,1,0,-37.370216,-63.80034,-4.6745596,0.87652224
TX105155,user_9633,Pay Bill,8117.29,Thika,Android,Safaricom,individual,1,0,0,2024-06-20 15:46:32,2024-06-20,15,3,Afternoon,9.001874819845293,0.03475303578097083,1,0,104.74341,24.216263,14.0348625,10.990233
TX105156,user_3550,Pay Bill,255.67,Nakuru,Android,Telkom Kenya,individual,1,0,1,2024-06-22 06:35:29,2024-06-22,6,5,Morning,5.547791213108276,-0.011065671051514347,-1,1,117.81555,7.463279,14.818816,15.226371
TX105157,user_5225,Buy Airtime,8119.75,Machakos,Android,Safaricom,individual,0,0,0,2024-06-04 20:11:47,2024-06-04,20,1,Evening,9.002177793422403,0.07788834294191549,1,0,-87.83984,18.111462,-5.1663632,-6.442508
TX105158,user_1596,Withdraw Cash,625.41,Machakos,Android,Airtel,agent,0,0,0,2024-06-09 04:58:03,2024-06-09,4,6,Night,6.4400051087892685,0.014061157605075203,1,0,-33.433018,-42.951572,-4.0308266,0.50629336
TX105159,user_7054,Pay Bill,1439.33,Eldoret,iOS,Airtel,individual,0,0,0,2024-06-02 20:22:21,2024-06-02,20,6,Evening,7.272627532982043,0.054569796264761994,1,0,5.211884,-109.24736,1.4486278,0.052848097
TX105160,user_2505,Withdraw Cash,3253.13,Nairobi,Feature Phone,Safaricom,individual,0,0,0,2024-06-05 06:01:19,2024-06-05,6,2,Morning,8.087680237810718,0.06414146855923247,1,0,46.76823,51.612076,6.804514,1.9358679
TX105161,user_7468,Send Money,8263.84,Thika,iOS,Telkom Kenya,individual,0,0,0,2024-06-02 15:15:33,2024-06-02,15,6,Afternoon,9.01976565132606,0.06973485497060639,1,0,-1.6578665,14.366724,0.86303204,-3.8788452
TX105162,user_8236,Lipa Na M-Pesa,1033.6,Meru,Android,Telkom Kenya,agent,0,0,0,2024-06-02 00:13:20,2024-06-02,0,6,Night,6.941770157569414,0.022549302056159015,1,0,-49.849968,-9.24115,0.012807734,-7.3050323
TX105163,user_2551,Lipa Na M-Pesa,5047.42,Nairobi,iOS,Safaricom,individual,0,0,0,2024-06-24 01:56:36,2024-06-24,1,0,Night,8.526830602027845,0.07112684277603964,1,0,-39.74964,42.211452,9.770831,-1.9607321
TX105164,user_7852,Deposit Cash,4337.82,Nakuru,Feature Phone,Safaricom,individual,0,0,0,2024-06-15 17:11:13,2024-06-15,17,5,Evening,8.375357700724905,0.07859199295263392,1,0,57.600132,76.367455,8.212346,2.9485707
TX105165,user_2449,Pay Bill,609.02,Nakuru,Android,Telkom Kenya,individual,0,0,0,2024-06-06 20:48:21,2024-06-06,20,3,Evening,6.413491743515125,0.053054081503307315,1,0,-73.325485,1.8706913,-0.6575871,-7.883923
TX105166,user_6953,Pay Bill,2285.14,Kisumu,Android,Safaricom,individual,0,0,0,2024-06-09 13:44:42,2024-06-09,13,6,Afternoon,7.734620084824227,0.06459358805784482,1,0,-61.510895,40.908653,-5.09898,-5.306812
TX105167,user_9456,Withdraw Cash,2298.89,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-24 13:51:58,2024-06-24,13,0,Afternoon,7.740616574686581,0.06279941733759786,1,0,19.797289,-22.175116,0.54046875,5.2560005
TX105168,user_9042,Deposit Cash,1271.5,Thika,iOS,Telkom Kenya,individual,0,0,0,2024-06-12 15:40:04,2024-06-12,15,2,Afternoon,7.148738748424678,0.07143792688343925,1,0,-24.02653,-22.648098,2.9011137,-3.3969953
TX105169,user_3659,Pay Bill,5298.2,Nakuru,Feature Phone,Telkom Kenya,individual,0,1,0,2024-06-29 05:40:31,2024-06-29,5,5,Morning,8.575311144750886,0.008264528001792892,1,0,28.175425,94.896996,2.4042313,21.647848
TX105170,user_8509,Withdraw Cash,9109.79,Nairobi,Feature Phone,Airtel,individual,0,0,1,2024-06-27 05:26:15,2024-06-27,5,3,Morning,9.117214704386653,0.03493947940830422,1,0,64.58738,-43.664635,-17.015047,11.2862835
TX105171,user_8893,Pay Bill,4412.8,Garissa,iOS,Safaricom,agent,0,0,1,2024-06-12 04:36:57,2024-06-12,4,2,Night,8.39249127541406,-0.03383020024572747,-1,1,94.19338,-39.15911,-16.163668,10.379237
TX105172,user_8445,Withdraw Cash,12635.85,Kisumu,iOS,Telkom Kenya,individual,0,0,0,2024-06-26 18:40:04,2024-06-26,18,2,Evening,9.4443724277824,0.0626713997634375,1,0,-27.481413,8.473161,2.1221907,-5.3289905
TX105173,user_3721,Pay Bill,181.25,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-14 22:55:53,2024-06-14,22,4,Night,5.205379370888768,0.0681418587850176,1,0,-99.97727,-5.4782114,-0.8058182,-8.031257
TX105174,user_3925,Buy Airtime,132.77,Nakuru,Android,Telkom Kenya,individual,0,0,0,2024-06-18 20:17:49,2024-06-18,20,1,Evening,4.896121907307495,0.055528237534942515,1,0,-86.63659,-17.93185,-1.5366274,-7.8836055
TX105175,user_8104,Withdraw Cash,7850.44,Kisumu,Android,Safaricom,individual,0,0,0,2024-06-09 22:21:39,2024-06-09,22,6,Night,8.968452233443934,0.07458751998228785,1,0,-107.05688,21.303122,-6.9792323,-4.383877
TX105176,user_7240,Buy Airtime,7982.9,Thika,Feature Phone,Telkom Kenya,individual,0,1,0,2024-06-21 05:51:00,2024-06-21,5,4,Morning,8.98518229286276,0.009844833393215513,1,0,23.570515,93.53034,2.3416388,21.579304
TX105177,user_1512,Buy Airtime,396.56,Nairobi,iOS,Safaricom,agent,1,0,0,2024-06-02 06:37:33,2024-06-02,6,6,Morning,5.985345866099805,-0.006835274091624544,-1,1,87.9863,30.35863,14.22943,10.671544
TX105178,user_1215,Buy Airtime,1548.07,Thika,iOS,Airtel,agent,0,0,0,2024-06-06 12:23:10,2024-06-06,12,3,Afternoon,7.3454100298412595,-0.003897098549593636,-1,1,-8.507848,-37.197563,-0.32066983,-0.11023119
TX105179,user_8299,Buy Airtime,6314.71,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-01 03:54:22,2024-06-01,3,5,Night,8.75079545918524,0.06820717779128588,1,0,-77.0928,27.327545,-5.364271,-6.2803864
TX105180,user_4153,Send Money,481.55,Eldoret,Feature Phone,Safaricom,agent,0,0,0,2024-06-10 23:53:57,2024-06-10,23,0,Night,6.179084542353145,0.022749879395220773,1,0,2.0450094,40.783714,7.0429296,0.32680917
TX105181,user_8450,Deposit Cash,1089.18,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-26 09:22:40,2024-06-26,9,2,Morning,6.9940980992041535,0.062285941120820754,1,0,20.954967,-56.96882,3.4671824,4.5266433
TX105182,user_2706,Lipa Na M-Pesa,3998.93,Nyeri,iOS,Safaricom,individual,0,0,0,2024-06-13 21:52:23,2024-06-13,21,3,Night,8.2940321399489,0.04500174432004406,1,0,-43.167645,51.586037,10.820097,-2.0261765
TX105183,user_2567,Send Money,14041.27,Nairobi,iOS,Airtel,individual,0,0,0,2024-06-08 01:21:19,2024-06-08,1,5,Night,9.549827345422534,0.0700526734788855,1,0,-10.28553,-95.4417,-0.54349107,2.017991
TX105184,user_2128,Pay Bill,5583.32,Kisumu,iOS,Telkom Kenya,individual,0,0,0,2024-06-22 21:51:53,2024-06-22,21,5,Night,8.627717949390506,0.05456017549353276,1,0,-28.638964,15.551203,3.2617009,-4.3172436
TX105185,user_4510,Pay Bill,5257.03,Eldoret,iOS,Airtel,individual,0,0,0,2024-06-01 19:53:56,2024-06-01,19,5,Evening,8.567511710865029,0.054569796264761994,1,0,5.5435004,-109.70952,1.4491237,0.051913943
TX105186,user_8867,Deposit Cash,1468.45,Mombasa,Feature Phone,Airtel,individual,0,0,0,2024-06-10 16:49:19,2024-06-10,16,0,Afternoon,7.292643460101471,0.07781007002115087,1,0,15.115011,-49.83851,2.7665575,4.453629
TX105187,user_3365,Lipa Na M-Pesa,3789.69,Nyeri,Android,Telkom Kenya,individual,0,0,0,2024-06-15 18:12:07,2024-06-15,18,5,Evening,8.24030333955341,0.0759498691342339,1,0,-115.78714,-1.4116488,-0.43116638,-6.6264567
TX105188,user_6583,Lipa Na M-Pesa,420.03,Garissa,iOS,Telkom Kenya,individual,0,0,0,2024-06-02 07:26:49,2024-06-02,7,6,Morning,6.042704090050949,0.07021803200768734,1,0,-11.995317,18.957613,0.9631581,-4.890874
TX105189,user_5897,Lipa Na M-Pesa,17017.92,Nairobi,iOS,Safaricom,individual,0,0,0,2024-06-17 20:49:01,2024-06-17,20,0,Evening,9.74208094535492,0.07112684277603964,1,0,-40.11168,42.02285,9.755462,-1.9427052
TX105190,user_6718,Buy Airtime,2292.68,Nyeri,iOS,Safaricom,individual,0,0,0,2024-06-19 13:46:10,2024-06-19,13,2,Afternoon,7.737912793626034,0.05856901979090029,1,0,-31.980108,89.202515,7.47074,-4.0023274
TX105191,user_7001,Send Money,3564.21,Thika,Feature Phone,Safaricom,agent,0,0,0,2024-06-18 14:26:58,2024-06-18,14,1,Afternoon,8.17897823714436,0.0161655124801241,1,0,4.199499,45.104477,6.896748,0.44992912
TX105192,user_5567,Pay Bill,7311.01,Mombasa,Android,Telkom Kenya,individual,0,0,0,2024-06-19 14:38:45,2024-06-19,14,2,Afternoon,8.89727348074793,0.06386912060556887,1,0,-68.88304,-1.1916598,-0.892595,-7.976719
TX105193,user_3741,Send Money,3.38,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-12 03:07:27,2024-06-12,3,2,Night,1.4770487243883548,0.07879692106845415,1,0,46.151745,-6.804264,3.7508278,-8.23469
TX105194,user_4020,Send Money,13051.39,Thika,Android,Telkom Kenya,individual,0,0,0,2024-06-24 23:51:15,2024-06-24,23,0,Night,9.476726537744886,0.07449284570850723,1,0,-79.86201,-12.4514675,-0.084524006,-8.429298
TX105195,user_7256,Send Money,1557.41,Garissa,Feature Phone,Safaricom,individual,0,0,1,2024-06-15 04:48:12,2024-06-15,4,5,Night,7.351421349705465,0.025392457197828566,1,0,62.40395,-52.338875,-15.10982,10.464159
TX105196,user_1228,Lipa Na M-Pesa,1452.13,Meru,iOS,Telkom Kenya,individual,0,0,0,2024-06-22 20:18:08,2024-06-22,20,5,Evening,7.281475129630016,0.06250751672306504,1,0,-18.185907,9.659181,1.1509973,-4.884994
TX105197,user_9362,Deposit Cash,548.55,Thika,iOS,Telkom Kenya,individual,0,0,0,2024-06-02 21:45:55,2024-06-02,21,6,Night,6.30909976151491,0.07143792688343925,1,0,-24.02653,-22.648098,2.860999,-3.4060943
TX105198,user_1294,Deposit Cash,6836.3,Garissa,Android,Airtel,agent,0,0,0,2024-06-17 10:57:51,2024-06-17,10,0,Morning,8.830148195845394,0.018084727711703108,1,0,-28.43001,-35.057552,-4.243928,-0.34965414
TX105199,user_5284,Lipa Na M-Pesa,7163.45,Thika,Feature Phone,Airtel,individual,0,0,0,2024-06-19 17:20:54,2024-06-19,17,2,Evening,8.876886575278233,0.06675937212884342,1,0,27.998154,-35.892178,2.740234,2.9656792
TX105200,user_9617,Pay Bill,70.67,Machakos,Android,Telkom Kenya,agent,0,0,0,2024-06-02 19:50:04,2024-06-02,19,6,Evening,4.272072250005828,0.016569388704728683,1,0,-55.88327,-0.73297614,-0.5370275,-7.798437
TX105201,user_7801,Pay Bill,200.68,Mombasa,Feature Phone,Safaricom,individual,0,0,0,2024-06-06 18:18:43,2024-06-06,18,3,Evening,5.306682282879664,0.058112718455595236,1,0,30.41296,61.863323,7.5596724,1.7169759
TX105202,user_1918,Pay Bill,8768.24,Nyeri,iOS,Airtel,individual,0,0,0,2024-06-07 23:32:36,2024-06-07,23,4,Night,9.07900542254612,0.06667880325325304,1,0,-0.051964782,-103.76151,1.6061647,0.6499462
TX105203,user_1498,Deposit Cash,458.84,Nyeri,Android,Telkom Kenya,agent,0,0,0,2024-06-04 19:37:49,2024-06-04,19,1,Evening,6.13087860289066,0.02270925888626263,1,0,-50.930084,-13.124593,-0.08554569,-7.6482034
TX105204,user_3809,Deposit Cash,3395.1,Nyeri,Android,Airtel,individual,0,0,0,2024-06-06 15:00:55,2024-06-06,15,3,Afternoon,8.13038299340524,0.08101800208326082,1,0,-79.772606,-87.33873,-5.37449,-0.5189867
TX105205,user_5961,Send Money,3383.33,Garissa,iOS,Airtel,agent,0,0,1,2024-06-24 22:59:18,2024-06-24,22,0,Night,8.126911233702065,-0.030316073411135513,-1,1,96.14901,-38.537,-16.714342,11.040554
TX105206,user_4779,Lipa Na M-Pesa,7133.52,Nyeri,iOS,Safaricom,individual,0,0,0,2024-06-04 13:54:25,2024-06-04,13,1,Afternoon,8.872700253646538,0.04500174432004406,1,0,-43.467133,51.386993,10.818971,-2.0255537
TX105207,user_3118,Buy Airtime,2975.57,Nairobi,iOS,Telkom Kenya,agent,0,0,0,2024-06-19 04:18:11,2024-06-19,4,2,Night,7.998526909871086,-0.00860111706802269,-1,1,-1.966636,-9.036291,2.0009754,-3.870037
TX105208,user_7391,Send Money,1992.13,Kisumu,iOS,Telkom Kenya,individual,1,0,0,2024-06-21 00:40:41,2024-06-21,0,4,Night,7.597461546384569,0.02289338331251145,1,0,94.58917,22.920603,14.539491,10.571031
TX105209,user_1145,Withdraw Cash,12825.44,Mombasa,iOS,Safaricom,individual,0,0,1,2024-06-10 15:25:56,2024-06-10,15,0,Afternoon,9.45926394443772,0.02552091528683642,1,0,82.738594,-16.749954,-16.093979,9.916791
TX105210,user_8942,Deposit Cash,909.4,Nairobi,iOS,Safaricom,individual,0,0,1,2024-06-01 15:49:57,2024-06-01,15,5,Afternoon,6.8138840633720665,0.03585922668297231,1,0,87.00231,-23.577583,-16.065557,9.920889
TX105211,user_5565,Send Money,1066.75,Nakuru,Feature Phone,Safaricom,individual,0,1,1,2024-06-03 20:31:21,2024-06-03,20,0,Evening,6.973308909721576,-0.021478184585215998,-1,1,78.59465,82.85941,-3.9669657,14.799857
TX105212,user_1192,Lipa Na M-Pesa,310.03,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-24 15:32:26,2024-06-24,15,0,Afternoon,5.739889370549484,0.07279751777677645,1,0,55.913376,3.6614656,2.299647,-7.9735174
TX105213,user_6187,Withdraw Cash,12955.72,Kisumu,Android,Airtel,individual,0,0,1,2024-06-12 16:04:14,2024-06-12,16,2,Afternoon,9.46936985145474,0.039039671702506884,1,0,83.10481,-44.120728,-16.540504,12.014753
TX105214,user_7637,Send Money,4288.91,Thika,Feature Phone,Telkom Kenya,individual,0,1,0,2024-06-12 04:09:39,2024-06-12,4,2,Night,8.364021032681022,0.023114150991640825,1,0,26.825674,96.34034,2.331407,21.61405
TX105215,user_9243,Lipa Na M-Pesa,42.6,Thika,Android,Telkom Kenya,individual,0,0,0,2024-06-28 06:34:22,2024-06-28,6,4,Morning,3.775057150354989,0.07833444666165335,1,0,-82.12809,1.0400425,-0.15645246,-7.2235827
TX105216,user_3410,Lipa Na M-Pesa,4264.6,Kisumu,Feature Phone,Safaricom,individual,0,0,0,2024-06-15 04:15:48,2024-06-15,4,5,Night,8.35833812998439,0.06708290119664967,1,0,28.5027,42.970634,7.1508455,2.3891985
TX105217,user_2820,Deposit Cash,1812.1,Eldoret,Feature Phone,Safaricom,agent,0,0,0,2024-06-13 04:39:23,2024-06-13,4,3,Night,7.502793366431763,0.011547198320412844,1,0,3.8317676,35.86132,6.301007,0.7797925
TX105218,user_3964,Buy Airtime,11998.16,Garissa,iOS,Safaricom,individual,0,0,0,2024-06-11 07:17:24,2024-06-11,7,1,Morning,9.392591926320025,0.08438821600557245,1,0,-38.264366,83.317474,8.388581,-4.3342924
