transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime,date,hour,dayofweek,time_of_day,log_amount
TX103692,user_3915,Pay Bill,2069.18,Thika,Feature Phone,Airtel,individual,0,0,0,2024-06-03 16:06:30,2024-06-03,16,0,Afternoon,7.635390839000655
TX103693,user_8957,Withdraw Cash,2885.67,Kisumu,Android,Airtel,individual,0,0,0,2024-06-27 18:30:40,2024-06-27,18,3,Evening,7.967858867622115
TX103694,user_4046,Withdraw Cash,1.17,Nairobi,Android,Telkom Kenya,agent,0,0,0,2024-06-16 03:53:44,2024-06-16,3,6,Night,0.7747271675523681
TX103695,user_2230,Withdraw Cash,424.6,Thika,Android,Safaricom,individual,0,0,0,2024-06-14 10:40:08,2024-06-14,10,4,Morning,6.053499938027435
TX103696,user_8647,Deposit Cash,1646.11,Nairobi,Android,Safaricom,individual,0,0,0,2024-06-24 03:10:25,2024-06-24,3,0,Night,7.406777516046989
TX103697,user_5933,Send Money,191.82,Nyeri,iOS,Telkom Kenya,individual,0,0,1,2024-06-01 18:03:16,2024-06-01,18,5,Evening,5.261757111236235
TX103698,user_4940,Withdraw Cash,501.64,Thika,Feature Phone,Safaricom,individual,0,0,0,2024-06-06 10:00:55,2024-06-06,10,3,Morning,6.219874208094692
TX103699,user_7483,Lipa Na M-Pesa,922.95,Nairobi,Android,Telkom Kenya,individual,0,0,0,2024-06-07 22:29:49,2024-06-07,22,4,Night,6.8286579576234345
TX103700,user_1203,Lipa Na M-Pesa,1964.97,Kisumu,Android,Telkom Kenya,individual,0,0,0,2024-06-19 17:26:42,2024-06-19,17,2,Evening,7.5837410411807165
TX103701,user_1160,Pay Bill,4391.43,Nairobi,iOS,Safaricom,individual,0,0,1,2024-06-09 03:16:35,2024-06-09,3,6,Night,8.38763788367929
TX103702,user_9960,Buy Airtime,498.25,Mombasa,Feature Phone,Safaricom,individual,0,0,0,2024-06-09 16:36:03,2024-06-09,16,6,Afternoon,6.2131069722959245
TX103703,user_4748,Buy Airtime,4687.38,Thika,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-04 20:02:09,2024-06-04,20,1,Evening,8.452842385992303
TX103704,user_7718,Send Money,6760.04,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-17 07:00:26,2024-06-17,7,0,Morning,8.81893200335775
TX103705,user_3581,Deposit Cash,3689.2,Nairobi,Android,Safaricom,agent,0,0,0,2024-06-18 05:59:14,2024-06-18,5,1,Morning,8.213435936107782
TX103706,user_2093,Deposit Cash,156.49,Meru,Android,Telkom Kenya,individual,0,0,0,2024-06-18 22:08:21,2024-06-18,22,1,Night,5.05936196418649
TX103707,user_5500,Withdraw Cash,2033.45,Nakuru,Android,Airtel,individual,0,0,0,2024-06-21 20:49:06,2024-06-21,20,4,Evening,7.617980791076834
TX103708,user_9799,Send Money,3776.51,Thika,iOS,Telkom Kenya,individual,0,1,0,2024-06-26 23:10:40,2024-06-26,23,2,Night,8.236820341396864
TX103709,user_6710,Pay Bill,13441.1,Eldoret,iOS,Safaricom,individual,0,0,1,2024-06-13 03:40:48,2024-06-13,3,3,Night,9.50614685187138
TX103710,user_3875,Pay Bill,10614.0,Thika,iOS,Airtel,individual,0,0,0,2024-06-01 00:31:02,2024-06-01,0,5,Night,9.270023374137356
TX103711,user_4191,Buy Airtime,1762.91,Nakuru,Android,Safaricom,individual,0,0,0,2024-06-10 02:06:59,2024-06-10,2,0,Night,7.475288214856988
TX103712,user_2837,Pay Bill,3349.27,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-02 10:10:29,2024-06-02,10,6,Morning,8.116796218586273
TX103713,user_1689,Withdraw Cash,7751.5,Eldoret,Android,Telkom Kenya,individual,0,0,0,2024-06-25 18:54:26,2024-06-25,18,1,Evening,8.955770650974603
TX103714,user_4759,Lipa Na M-Pesa,6223.46,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-17 16:13:03,2024-06-17,16,0,Afternoon,8.736241970582219
TX103715,user_3103,Pay Bill,2284.85,Mombasa,iOS,Airtel,individual,0,0,0,2024-06-01 05:42:23,2024-06-01,5,5,Morning,7.7344932254039795
TX103716,user_1365,Send Money,1059.74,Thika,iOS,Safaricom,individual,0,0,0,2024-06-23 08:36:19,2024-06-23,8,6,Morning,6.966722056745986
TX103717,user_9092,Withdraw Cash,516.1,Meru,Feature Phone,Airtel,individual,0,0,0,2024-06-24 11:24:12,2024-06-24,11,0,Morning,6.2482362794021755
TX103718,user_5172,Pay Bill,2342.87,Mombasa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-02 11:59:54,2024-06-02,11,6,Morning,7.759558688408045
TX103719,user_7033,Deposit Cash,4491.14,Nakuru,Feature Phone,Safaricom,individual,0,0,0,2024-06-25 13:04:29,2024-06-25,13,1,Afternoon,8.410084481890923
TX103720,user_3378,Pay Bill,12246.19,Eldoret,Android,Telkom Kenya,individual,0,0,0,2024-06-04 00:14:48,2024-06-04,0,1,Night,9.413051801904375
TX103721,user_2205,Deposit Cash,6927.06,Garissa,Feature Phone,Safaricom,agent,0,0,0,2024-06-07 07:40:09,2024-06-07,7,4,Morning,8.843335110712852
TX103722,user_5988,Withdraw Cash,799.61,Eldoret,Android,Airtel,individual,0,0,0,2024-06-24 08:09:56,2024-06-24,8,0,Morning,6.685373937112492
TX103723,user_6669,Pay Bill,4452.61,Garissa,Android,Airtel,individual,0,0,0,2024-06-28 23:04:26,2024-06-28,23,4,Night,8.401470282241306
TX103724,user_3735,Deposit Cash,1194.29,Machakos,iOS,Airtel,individual,0,0,0,2024-06-24 15:19:04,2024-06-24,15,0,Afternoon,7.086144112748379
TX103725,user_9490,Lipa Na M-Pesa,4026.21,Garissa,Feature Phone,Airtel,individual,0,0,0,2024-06-08 09:28:38,2024-06-08,9,5,Morning,8.300829107492788
TX103726,user_1956,Buy Airtime,3836.11,Mombasa,Android,Safaricom,individual,0,0,0,2024-06-28 21:01:23,2024-06-28,21,4,Night,8.252474758066414
TX103727,user_7623,Withdraw Cash,1113.16,Nairobi,Android,Safaricom,individual,0,0,0,2024-06-25 01:00:28,2024-06-25,1,1,Night,7.015856036744837
TX103728,user_2474,Deposit Cash,934.78,Nakuru,Feature Phone,Airtel,agent,0,0,0,2024-06-29 13:30:58,2024-06-29,13,5,Afternoon,6.841380406115676
TX103729,user_5460,Send Money,384.11,Garissa,Android,Airtel,individual,0,0,0,2024-06-08 22:56:16,2024-06-08,22,5,Night,5.953529007764945
TX103730,user_8002,Pay Bill,181.52,Nairobi,Android,Safaricom,individual,0,0,0,2024-06-22 17:29:17,2024-06-22,17,5,Evening,5.206859756059202
TX103731,user_7396,Deposit Cash,6842.88,Machakos,Android,Telkom Kenya,individual,0,0,0,2024-06-28 05:58:50,2024-06-28,5,4,Morning,8.83111010125229
TX103732,user_3828,Deposit Cash,178.97,Kisumu,Feature Phone,Airtel,individual,0,0,0,2024-06-12 22:23:37,2024-06-12,22,2,Night,5.192790170333112
TX103733,user_3850,Deposit Cash,325.25,Garissa,Android,Safaricom,individual,0,0,0,2024-06-23 22:25:12,2024-06-23,22,6,Night,5.787663958636903
TX103734,user_3964,Buy Airtime,955.25,Kisumu,iOS,Airtel,individual,0,0,0,2024-06-15 11:24:28,2024-06-15,11,5,Morning,6.8630193851407455
TX103735,user_5594,Send Money,7651.74,Eldoret,Feature Phone,Safaricom,individual,1,0,0,2024-06-09 12:18:26,2024-06-09,12,6,Afternoon,8.942819032627684
TX103736,user_7644,Send Money,1417.07,Machakos,iOS,Airtel,agent,0,0,0,2024-06-02 02:39:36,2024-06-02,2,6,Night,7.25705207117689
TX103737,user_3850,Lipa Na M-Pesa,745.31,Mombasa,iOS,Airtel,individual,0,0,0,2024-06-15 23:10:07,2024-06-15,23,5,Night,6.615141063484794
TX103738,user_1165,Buy Airtime,4400.26,Thika,iOS,Telkom Kenya,individual,0,0,0,2024-06-07 17:25:23,2024-06-07,17,4,Evening,8.389646142548477
TX103739,user_1919,Deposit Cash,1345.03,Meru,Android,Telkom Kenya,individual,0,0,0,2024-06-11 00:30:35,2024-06-11,0,1,Night,7.204914798217809
TX103740,user_9305,Withdraw Cash,1419.3,Nyeri,Android,Telkom Kenya,individual,0,0,0,2024-06-26 07:14:54,2024-06-26,7,2,Morning,7.258623395887082
TX103741,user_4504,Buy Airtime,4701.01,Meru,iOS,Telkom Kenya,individual,0,0,0,2024-06-04 22:57:30,2024-06-04,22,1,Night,8.455745355852326
TX103742,user_1991,Buy Airtime,1014.61,Nyeri,iOS,Airtel,individual,0,0,0,2024-06-03 20:25:15,2024-06-03,20,0,Evening,6.9232446961782665
TX103743,user_7047,Send Money,7947.45,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-08 15:17:02,2024-06-08,15,5,Afternoon,8.980732220086079
TX103744,user_4839,Lipa Na M-Pesa,2884.76,Kisumu,iOS,Telkom Kenya,individual,0,0,0,2024-06-02 14:26:27,2024-06-02,14,6,Afternoon,7.967543575792665
TX103745,user_2258,Lipa Na M-Pesa,2701.39,Thika,Android,Telkom Kenya,agent,0,0,0,2024-06-16 00:47:12,2024-06-16,0,6,Night,7.9018918456322425
TX103746,user_8609,Buy Airtime,1076.42,Nyeri,iOS,Airtel,individual,0,0,0,2024-06-01 06:20:09,2024-06-01,6,5,Morning,6.982324573281861
TX103747,user_9706,Buy Airtime,6308.34,Thika,iOS,Safaricom,individual,0,0,0,2024-06-20 19:13:10,2024-06-20,19,3,Evening,8.749786354185172
TX103748,user_5804,Pay Bill,2976.35,Eldoret,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-07 08:41:55,2024-06-07,8,4,Morning,7.998788922126696
TX103749,user_1067,Deposit Cash,591.61,Nakuru,iOS,Safaricom,individual,0,0,0,2024-06-05 22:13:16,2024-06-05,22,2,Night,6.384536509786153
TX103750,user_6660,Send Money,808.67,Garissa,Feature Phone,Airtel,individual,0,0,0,2024-06-12 22:53:28,2024-06-12,22,2,Night,6.696626757246132
TX103751,user_5478,Deposit Cash,2210.58,Meru,Feature Phone,Safaricom,agent,0,0,0,2024-06-05 08:28:04,2024-06-05,8,2,Morning,7.7014624711962645
TX103752,user_9210,Withdraw Cash,5293.75,Kisumu,iOS,Telkom Kenya,individual,0,0,0,2024-06-27 21:38:33,2024-06-27,21,3,Night,8.57447104256771
TX103753,user_4521,Withdraw Cash,9806.07,Nyeri,iOS,Telkom Kenya,agent,0,0,0,2024-06-15 06:34:49,2024-06-15,6,5,Morning,9.19085883312559
TX103754,user_1572,Lipa Na M-Pesa,3812.04,Nairobi,Android,Telkom Kenya,individual,0,0,0,2024-06-07 12:04:41,2024-06-07,12,4,Afternoon,8.246182050230024
TX103755,user_8082,Send Money,2469.28,Machakos,Android,Telkom Kenya,individual,0,0,0,2024-06-09 13:16:25,2024-06-09,13,6,Afternoon,7.812086783521114
TX103756,user_8832,Deposit Cash,1010.3,Nakuru,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-10 03:25:29,2024-06-10,3,0,Night,6.918991910908125
TX103757,user_6395,Lipa Na M-Pesa,3910.87,Meru,Feature Phone,Airtel,individual,0,0,0,2024-06-09 20:31:15,2024-06-09,20,6,Evening,8.271770799518698
TX103758,user_3258,Withdraw Cash,14107.77,Nyeri,Android,Safaricom,individual,0,0,0,2024-06-03 03:23:31,2024-06-03,3,0,Night,9.554551868828856
TX103759,user_7039,Buy Airtime,2263.41,Mombasa,Feature Phone,Airtel,individual,0,0,1,2024-06-26 14:19:36,2024-06-26,14,2,Afternoon,7.72506951833364
TX103760,user_1650,Send Money,619.17,Nairobi,Android,Airtel,individual,0,0,1,2024-06-05 04:26:49,2024-06-05,4,2,Night,6.429993634003344
TX103761,user_6741,Send Money,381.78,Meru,Feature Phone,Airtel,individual,0,0,0,2024-06-28 01:00:09,2024-06-28,1,4,Night,5.947460411609927
TX103762,user_7838,Deposit Cash,1097.92,Garissa,Android,Safaricom,individual,0,0,0,2024-06-22 23:53:32,2024-06-22,23,5,Night,7.00208315830546
TX103763,user_3587,Pay Bill,2949.36,Meru,Android,Safaricom,agent,0,0,0,2024-06-22 10:47:11,2024-06-22,10,5,Morning,7.9896824757866405
TX103764,user_8876,Deposit Cash,10268.29,Nyeri,Feature Phone,Airtel,individual,0,0,0,2024-06-10 15:23:17,2024-06-10,15,0,Afternoon,9.236913167134533
TX103765,user_4262,Buy Airtime,1244.19,Nakuru,Feature Phone,Safaricom,individual,0,0,0,2024-06-06 12:00:23,2024-06-06,12,3,Afternoon,7.127043407696786
TX103766,user_2338,Buy Airtime,1275.42,Eldoret,Feature Phone,Airtel,individual,0,0,0,2024-06-10 08:16:32,2024-06-10,8,0,Morning,7.151814563350587
TX103767,user_5996,Lipa Na M-Pesa,2296.69,Eldoret,iOS,Airtel,individual,0,0,0,2024-06-15 14:34:14,2024-06-15,14,5,Afternoon,7.739659549395921
TX103768,user_6780,Send Money,8776.85,Machakos,iOS,Telkom Kenya,individual,0,0,0,2024-06-27 08:48:47,2024-06-27,8,3,Morning,9.079986781927191
TX103769,user_3827,Lipa Na M-Pesa,1900.85,Nairobi,Feature Phone,Safaricom,individual,0,0,0,2024-06-05 22:10:53,2024-06-05,22,2,Night,7.550582375642066
TX103770,user_6232,Buy Airtime,884.14,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-10 11:32:47,2024-06-10,11,0,Morning,6.785745824587275
TX103771,user_3217,Pay Bill,623.31,Machakos,Feature Phone,Airtel,individual,0,0,0,2024-06-03 19:01:13,2024-06-03,19,0,Evening,6.436647039879506
TX103772,user_4539,Send Money,2137.36,Mombasa,Feature Phone,Airtel,individual,0,0,0,2024-06-10 07:05:20,2024-06-10,7,0,Morning,7.6677944590754965
TX103773,user_8845,Buy Airtime,5644.91,Meru,Android,Airtel,individual,0,0,0,2024-06-26 08:58:16,2024-06-26,8,2,Morning,8.638686668197542
TX103774,user_5383,Pay Bill,1205.39,Thika,iOS,Telkom Kenya,individual,0,0,0,2024-06-17 18:01:10,2024-06-17,18,0,Evening,7.095387708094668
TX103775,user_3961,Deposit Cash,2514.79,Mombasa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-09 16:55:50,2024-06-09,16,6,Afternoon,7.830342148518106
TX103776,user_4226,Withdraw Cash,3233.44,Nakuru,iOS,Airtel,individual,0,0,0,2024-06-15 09:31:44,2024-06-15,9,5,Morning,8.081611085304257
TX103777,user_7837,Buy Airtime,2095.42,Kisumu,iOS,Telkom Kenya,agent,0,0,0,2024-06-07 11:45:14,2024-06-07,11,4,Morning,7.647986407046595
TX103778,user_8031,Withdraw Cash,744.83,Garissa,Android,Airtel,individual,0,0,1,2024-06-05 05:25:28,2024-06-05,5,2,Morning,6.614497692197171
TX103779,user_4716,Lipa Na M-Pesa,8917.27,Nyeri,Feature Phone,Airtel,individual,0,0,0,2024-06-07 17:24:06,2024-06-07,17,4,Evening,9.09585726057572
TX103780,user_4414,Withdraw Cash,2917.05,Mombasa,iOS,Telkom Kenya,agent,0,0,0,2024-06-02 00:43:53,2024-06-02,0,6,Night,7.978670863959917
TX103781,user_2448,Buy Airtime,4571.46,Garissa,Android,Safaricom,individual,0,1,0,2024-06-07 17:05:41,2024-06-07,17,4,Evening,8.427806632277058
TX103782,user_1570,Withdraw Cash,3537.52,Machakos,Feature Phone,Airtel,individual,0,0,0,2024-06-10 22:17:29,2024-06-10,22,0,Night,8.171463839612343
TX103783,user_3904,Send Money,21836.19,Meru,Feature Phone,Airtel,individual,0,0,0,2024-06-25 10:07:01,2024-06-25,10,1,Morning,9.991369758577385
TX103784,user_3505,Buy Airtime,2132.82,Machakos,iOS,Telkom Kenya,individual,0,0,1,2024-06-10 21:03:09,2024-06-10,21,0,Night,7.665669079663102
TX103785,user_1917,Pay Bill,1936.68,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-13 02:33:45,2024-06-13,2,3,Night,7.569246660138071
TX103786,user_7982,Withdraw Cash,1562.77,Eldoret,Android,Telkom Kenya,individual,0,0,0,2024-06-03 04:12:19,2024-06-03,4,0,Night,7.354854851467518
TX103787,user_8427,Send Money,1570.92,Eldoret,Android,Airtel,individual,0,0,1,2024-06-16 06:57:34,2024-06-16,6,6,Morning,7.360053081108941
TX103788,user_7336,Lipa Na M-Pesa,1129.26,Meru,Android,Safaricom,individual,0,0,0,2024-06-29 05:23:11,2024-06-29,5,5,Morning,7.030202973735663
TX103789,user_2678,Lipa Na M-Pesa,13804.13,Nyeri,Feature Phone,Safaricom,agent,0,0,0,2024-06-05 03:23:06,2024-06-05,3,2,Night,9.532795541197858
TX103790,user_1615,Withdraw Cash,7161.89,Meru,iOS,Safaricom,agent,0,0,0,2024-06-16 18:17:39,2024-06-16,18,6,Evening,8.876668809802414
TX103791,user_8086,Lipa Na M-Pesa,1332.74,Nyeri,iOS,Airtel,individual,0,0,0,2024-06-23 22:40:36,2024-06-23,22,6,Night,7.1957423049308735
TX103792,user_5749,Pay Bill,1274.61,Nakuru,Android,Telkom Kenya,individual,0,0,1,2024-06-27 01:36:41,2024-06-27,1,3,Night,7.151179774553277
TX103793,user_4505,Buy Airtime,382.53,Garissa,Android,Safaricom,individual,0,0,0,2024-06-09 14:19:03,2024-06-09,14,6,Afternoon,5.949417844605637
TX103794,user_5529,Send Money,7335.38,Garissa,Android,Safaricom,agent,0,0,0,2024-06-19 20:22:07,2024-06-19,20,2,Evening,8.900600811940453
TX103795,user_2135,Deposit Cash,1626.95,Nyeri,iOS,Safaricom,individual,0,0,0,2024-06-09 08:39:02,2024-06-09,8,6,Morning,7.395076833560133
TX103796,user_9566,Withdraw Cash,2975.25,Garissa,Feature Phone,Airtel,individual,0,0,0,2024-06-28 11:46:16,2024-06-28,11,4,Morning,7.998419397801072
TX103797,user_8226,Lipa Na M-Pesa,8072.29,Machakos,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-16 04:16:03,2024-06-16,4,6,Night,8.996316360959664
TX103798,user_6162,Buy Airtime,1835.47,Garissa,Android,Telkom Kenya,agent,0,1,0,2024-06-09 11:59:57,2024-06-09,11,6,Morning,7.515600529705661
TX103799,user_1206,Deposit Cash,5755.34,Eldoret,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-01 16:37:05,2024-06-01,16,5,Afternoon,8.658057135060542
TX103800,user_5875,Pay Bill,1969.17,Mombasa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-26 06:52:14,2024-06-26,6,2,Morning,7.585875112425129
TX103801,user_2319,Lipa Na M-Pesa,4224.9,Kisumu,iOS,Safaricom,individual,0,0,0,2024-06-23 09:28:49,2024-06-23,9,6,Morning,8.348987534857693
TX103802,user_2141,Lipa Na M-Pesa,1974.7,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-22 17:47:38,2024-06-22,17,5,Evening,7.58867804491936
TX103803,user_5627,Send Money,1745.9,Nyeri,Feature Phone,Safaricom,individual,0,0,0,2024-06-27 14:32:48,2024-06-27,14,3,Afternoon,7.465598067511184
TX103804,user_8389,Pay Bill,16375.57,Mombasa,Android,Airtel,individual,0,0,0,2024-06-09 13:49:52,2024-06-09,13,6,Afternoon,9.70360693377006
TX103805,user_3690,Pay Bill,3316.78,Garissa,Android,Airtel,individual,0,0,0,2024-06-29 01:04:58,2024-06-29,1,5,Night,8.107051163549102
TX103806,user_8323,Withdraw Cash,1602.66,Eldoret,Feature Phone,Airtel,individual,0,0,0,2024-06-10 17:37:15,2024-06-10,17,0,Evening,7.380043795882815
TX103807,user_4255,Deposit Cash,1043.57,Garissa,iOS,Telkom Kenya,individual,0,0,0,2024-06-20 01:11:18,2024-06-20,1,3,Night,6.951360596462858
TX103808,user_9281,Send Money,142.03,Nakuru,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-23 09:51:54,2024-06-23,9,6,Morning,4.9630543984668085
TX103809,user_6213,Withdraw Cash,4291.36,Garissa,iOS,Safaricom,individual,0,0,1,2024-06-08 00:19:09,2024-06-08,0,5,Night,8.364591977213541
TX103810,user_5108,Send Money,1629.13,Thika,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-13 03:16:53,2024-06-13,3,3,Night,7.396415045221806
TX103811,user_4020,Pay Bill,6026.27,Mombasa,Android,Airtel,individual,0,0,0,2024-06-01 06:41:51,2024-06-01,6,5,Morning,8.704049450886794
TX103812,user_2857,Send Money,1583.22,Garissa,iOS,Telkom Kenya,individual,0,0,0,2024-06-07 01:02:06,2024-06-07,1,4,Night,7.367847451619092
TX103813,user_9996,Send Money,1635.67,Nakuru,iOS,Safaricom,individual,0,0,0,2024-06-29 04:47:00,2024-06-29,4,5,Night,7.40041896877826
TX103814,user_3789,Send Money,5286.44,Nyeri,Android,Airtel,individual,0,0,0,2024-06-23 12:04:51,2024-06-23,12,6,Afternoon,8.57308947577242
TX103815,user_4875,Buy Airtime,2353.05,Nairobi,Feature Phone,Airtel,individual,0,0,1,2024-06-04 10:23:49,2024-06-04,10,1,Morning,7.763892528036449
TX103816,user_8605,Buy Airtime,7566.68,Nairobi,iOS,Safaricom,individual,0,0,0,2024-06-14 18:36:04,2024-06-14,18,4,Evening,8.931641826539654
TX103817,user_9135,Deposit Cash,3121.75,Mombasa,Feature Phone,Airtel,individual,0,0,0,2024-06-12 10:59:58,2024-06-12,10,2,Morning,8.046469302846019
TX103818,user_7055,Deposit Cash,963.5,Machakos,Feature Phone,Safaricom,individual,1,0,0,2024-06-19 01:42:31,2024-06-19,1,2,Night,6.871609832345784
TX103819,user_4882,Pay Bill,2939.86,Nyeri,Feature Phone,Safaricom,agent,0,1,0,2024-06-26 16:12:37,2024-06-26,16,2,Afternoon,7.986457334564772
TX103820,user_8175,Send Money,14.03,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-06 00:07:00,2024-06-06,0,3,Night,2.710048203764883
TX103821,user_8129,Pay Bill,1310.9,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-14 21:28:33,2024-06-14,21,4,Night,7.179231747086985
TX103822,user_6021,Buy Airtime,815.97,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-15 03:47:38,2024-06-15,3,5,Night,6.705602374479576
TX103823,user_5735,Send Money,3716.51,Machakos,iOS,Telkom Kenya,individual,0,1,0,2024-06-10 13:46:47,2024-06-10,13,0,Afternoon,8.220809368310517
TX103824,user_3387,Withdraw Cash,511.8,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-13 20:34:32,2024-06-13,20,3,Evening,6.23988590560646
TX103825,user_7582,Buy Airtime,1199.2,Nakuru,iOS,Safaricom,individual,0,0,0,2024-06-28 09:23:01,2024-06-28,9,4,Morning,7.090243488555412
TX103826,user_6866,Buy Airtime,1408.51,Garissa,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-08 05:38:43,2024-06-08,5,5,Morning,7.250997405243438
TX103827,user_3566,Buy Airtime,11.55,Meru,iOS,Safaricom,agent,0,0,0,2024-06-25 03:34:47,2024-06-25,3,1,Night,2.529720665577793
TX103828,user_1975,Send Money,167.63,Mombasa,Android,Airtel,agent,0,0,0,2024-06-10 03:12:04,2024-06-10,3,0,Night,5.127706965682093
TX103829,user_8212,Deposit Cash,1304.44,Nyeri,iOS,Airtel,individual,0,0,0,2024-06-10 03:57:55,2024-06-10,3,0,Night,7.17429542768049
TX103830,user_2262,Lipa Na M-Pesa,880.2,Mombasa,iOS,Telkom Kenya,individual,0,0,0,2024-06-18 05:51:29,2024-06-18,5,1,Morning,6.781284614928188
TX103831,user_6047,Withdraw Cash,435.14,Mombasa,Feature Phone,Airtel,individual,0,0,0,2024-06-20 15:36:14,2024-06-20,15,3,Afternoon,6.077963292724599
TX103832,user_8382,Withdraw Cash,585.99,Nakuru,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-05 23:33:40,2024-06-05,23,2,Night,6.375007783907858
TX103833,user_7231,Pay Bill,6317.74,Machakos,Feature Phone,Airtel,individual,0,0,1,2024-06-26 15:11:55,2024-06-26,15,2,Afternoon,8.751275100176036
TX103834,user_4327,Send Money,4024.52,Thika,Feature Phone,Safaricom,individual,0,0,0,2024-06-03 17:05:35,2024-06-03,17,0,Evening,8.30040937405461
TX103835,user_6630,Deposit Cash,2316.57,Nyeri,Android,Airtel,individual,0,0,0,2024-06-16 12:44:29,2024-06-16,12,6,Afternoon,7.748274501946093
TX103836,user_3259,Buy Airtime,8384.32,Thika,iOS,Safaricom,individual,0,0,0,2024-06-03 13:33:33,2024-06-03,13,0,Afternoon,9.034237836916105
TX103837,user_2257,Lipa Na M-Pesa,104.99,Nakuru,iOS,Telkom Kenya,individual,0,0,0,2024-06-06 18:10:13,2024-06-06,18,3,Evening,4.663344750039164
TX103838,user_1464,Send Money,1480.57,Nairobi,Android,Airtel,individual,0,0,0,2024-06-18 21:24:16,2024-06-18,21,1,Night,7.300857615306784
TX103839,user_4294,Send Money,6068.22,Machakos,iOS,Safaricom,individual,0,0,0,2024-06-12 16:38:34,2024-06-12,16,2,Afternoon,8.710985374972882
TX103840,user_7774,Deposit Cash,3463.74,Kisumu,Feature Phone,Safaricom,individual,0,0,0,2024-06-11 06:43:10,2024-06-11,6,1,Morning,8.15039287273362
TX103841,user_8431,Lipa Na M-Pesa,14000.59,Mombasa,Feature Phone,Telkom Kenya,individual,0,0,1,2024-06-01 14:18:38,2024-06-01,14,5,Afternoon,9.546926173577221
TX103842,user_2230,Buy Airtime,10120.74,Garissa,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-11 20:13:38,2024-06-11,20,1,Evening,9.22244086482092
TX103843,user_4805,Send Money,651.91,Mombasa,iOS,Airtel,individual,1,0,0,2024-06-10 16:35:43,2024-06-10,16,0,Afternoon,6.481439294356502
TX103844,user_7419,Withdraw Cash,12512.8,Nairobi,Android,Airtel,individual,0,0,0,2024-06-20 22:57:22,2024-06-20,22,3,Night,9.434587314330546
TX103845,user_6750,Withdraw Cash,10185.68,Mombasa,Android,Airtel,individual,0,0,0,2024-06-28 12:28:32,2024-06-28,12,4,Afternoon,9.228836263512013
TX103846,user_4856,Lipa Na M-Pesa,1637.24,Thika,iOS,Safaricom,individual,0,0,1,2024-06-04 02:10:39,2024-06-04,2,1,Night,7.401377773826507
TX103847,user_4135,Buy Airtime,14236.34,Mombasa,Android,Telkom Kenya,individual,0,0,0,2024-06-19 04:32:53,2024-06-19,4,2,Night,9.563623369764285
TX103848,user_7953,Lipa Na M-Pesa,127.76,Nairobi,Android,Airtel,individual,0,0,0,2024-06-11 18:43:07,2024-06-11,18,1,Evening,4.8579502064306075
TX103849,user_7034,Send Money,3783.57,Nairobi,Feature Phone,Airtel,agent,0,0,0,2024-06-24 18:56:10,2024-06-24,18,0,Evening,8.23868755307704
TX103850,user_5589,Withdraw Cash,1083.07,Eldoret,iOS,Safaricom,individual,0,0,0,2024-06-26 11:58:55,2024-06-26,11,2,Morning,6.988477755560431
TX103851,user_2546,Pay Bill,485.26,Machakos,Android,Airtel,individual,0,0,0,2024-06-24 06:43:12,2024-06-24,6,0,Morning,6.186743460273887
TX103852,user_7065,Lipa Na M-Pesa,3015.77,Thika,iOS,Safaricom,individual,0,0,0,2024-06-05 23:52:02,2024-06-05,23,2,Night,8.011942001582849
TX103853,user_2094,Pay Bill,1280.26,Eldoret,Feature Phone,Safaricom,individual,0,0,0,2024-06-08 08:18:13,2024-06-08,8,5,Morning,7.155599247734309
TX103854,user_3411,Pay Bill,3846.81,Thika,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-06 08:24:12,2024-06-06,8,3,Morning,8.25525943426717
TX103855,user_3617,Deposit Cash,2717.71,Thika,Android,Safaricom,individual,0,0,0,2024-06-09 03:52:44,2024-06-09,3,6,Night,7.907912782085084
